image_id,caption
2370449.jpg,a beach with a couple of people riding horses 
2351487.jpg,a sheep standing next to a fence in a field 
2337702.jpg,"a bathroom with a toilet, sink, and bathtub "
2398687.jpg,people sitting at a table with laptops 
2355187.jpg,a woman riding a surfboard on top of a wave 
2394903.jpg,a boy sitting at a table with a pizza 
2339049.jpg,a man riding a motorcycle down a street 
2367653.jpg,a giraffe standing in a fenced in area 
2408971.jpg,cows are standing in a barn 
2327263.jpg,a woman holding a doughnut in front of a sign 
2357784.jpg,a statue of a man holding an umbrella 
2373632.jpg,a brown teddy bear sitting on a window sill 
2333216.jpg,a baseball player is getting ready to catch a ball 
2365050.jpg,a person on a skateboard doing a trick 
2342389.jpg,a person holding a cell phone in their hand 
2363347.jpg,a cat is sitting on the floor next to a red plate 
2413389.jpg,a cow standing in a field with a cow in the back 
2415920.jpg,two sheep standing on a hillside near a lake 
2401955.jpg,a man riding a motorcycle down a street next to a group of people 
2410680.jpg,a snowboarder is in mid air after a jump 
2386485.jpg,a clock on a building with a clock tower 
2374613.jpg,bananas and other fruits on a table 
2393936.jpg,a man in a suit and tie posing for a picture 
2330051.jpg,a man in a black shirt is holding a black umbrella 
2316928.jpg,a man riding a wave on top of a surfboard 
2317388.jpg,a train station with a train on the tracks 
2346879.jpg,a mirror with a motorcycle license plate 
2370313.jpg,a man riding a wave on top of a surfboard 
2359959.jpg,a vase filled with flowers sitting on a table 
2391847.jpg,a woman in a bikini is on a beach 
2363409.jpg,a train crossing a bridge over a river 
2372510.jpg,a truck with a trailer attached to it's roof 
2366565.jpg,a man is running towards a soccer ball 
2370461.jpg,a bus parked at a bus stop with people standing around 
2341864.jpg,a blue umbrella sitting on a sidewalk next to a building 
2404811.jpg,a cat sitting on a car seat 
2373168.jpg,a woman eating a hot dog in a bun 
2372921.jpg,a large building with a clock tower 
2398320.jpg,a yellow and blue train is parked at a station 
2414155.jpg,a double decker bus is driving down the street 
2387200.jpg,a slice of pizza on a plate with a drink 
2388133.jpg,a cake with a flower on top of it 
2409662.jpg,a man in a suit and tie is talking on a cell phone 
2395604.jpg,a man in a hat is on his cell phone 
2338196.jpg,a man riding a horse on top of a dirt field 
2377859.jpg,a pizza with cheese and onions on a table 
2379874.jpg,a cat with a black and white striped collar 
2383066.jpg,a fruit and vegetable stand with a apple and an orange 
2358662.jpg,a dog playing with a toy in a field 
2320901.jpg,"a kitchen with a stove, sink, and cabinets "
2338828.jpg,a man holding a wii game controller 
2322870.jpg,people standing on top of a tennis court 
2387566.jpg,a man standing next to a small plane 
2353051.jpg,a plane is on the runway near the water 
2363192.jpg,two pieces of luggage sitting on the floor 
2322864.jpg,a dog wearing a red and white bow tie 
2362298.jpg,a hotel room with a bed and a dresser 
2388899.jpg,a yellow fire hydrant sitting on the side of a road 
2415539.jpg,a street sign with a street name on it 
2392619.jpg,two zebras standing next to each other on a field 
2385365.jpg,a man riding a skateboard down a street 
2361791.jpg,a sandwich and a drink on a table 
2351134.jpg,a little girl standing in front of a cake 
2407883.jpg,a horse and a dog are standing on a bench 
2356883.jpg,"a hot dog with mustard, ketchup, mustard, and mustard ketchup "
2353723.jpg,a train is parked at a train station 
2412530.jpg,a black and white cat sitting on top of a computer 
2395638.jpg,an elephant standing in a field with a tree 
2356673.jpg,a man flying a kite on a beach 
2317149.jpg,a crowd of people walking on a bridge 
2392157.jpg,a double decker bus with a bicycle on the back 
2344277.jpg,a young girl brushing her teeth in front of a mirror 
2381895.jpg,a man riding a skateboard down a street 
2333799.jpg,a bed with a white comforter and a white wall clock 
2352373.jpg,a large building with a clock on the side of it 
2333941.jpg,a man riding a horse in a dirt field 
2397749.jpg,a laptop computer sitting on top of a wooden table 
2338814.jpg,a man is sitting in a truck with a bed 
2394240.jpg,a man standing on a dirt field flying a kite 
2408226.jpg,a bench that is covered in snow 
2350564.jpg,a bus is stopped at a bus stop 
2385359.jpg,a white horse standing in a field of grass 
2392625.jpg,a man and woman standing on a road with an umbrella 
2355408.jpg,a woman in a white dress playing tennis 
2399770.jpg,a fruit stand with a bunch of fruit on it 
2386650.jpg,people on skis standing on a ski slope 
2380221.jpg,a person holding a hot dog in a paper bag 
2332493.jpg,a man in a suit and a elephant 
2398308.jpg,a small boat in the middle of a lake 
2325689.jpg,a toilet in a bathroom with a door open 
2381881.jpg,a fighter jet sits on a runway at an airport 
2363804.jpg,a dog laying on the floor next to a stove 
2334784.jpg,a man and a woman sitting on a bench 
2399016.jpg,a cutting board with sliced apples and a knife 
2396325.jpg,a man sitting at a desk with a computer 
2342612.jpg,a clock tower with a clock on it's side 
2401216.jpg,a snowboarder is going down a snowy hill 
2340005.jpg,a red chair sitting in front of a green chair 
2327075.jpg,a bathroom with two sinks and a mirror 
2323213.jpg,a large jetliner sitting on top of an airport tarmac 
2390967.jpg,"a wall with a sign that says ""the art museum"" "
2325104.jpg,a man is playing tennis on a clay court 
2323575.jpg,a plane flying over a building with a flag 
2371555.jpg,a teddy bear is hanging from a tree 
2410496.jpg,a man in a suit and tie walking down a street 
2377124.jpg,a bed room with a white bedspread and a white bedspread 
2411950.jpg,a computer desk with a cat and a computer monitor 
2370887.jpg,a baseball player running across a field 
2400691.jpg,"a bedroom with a bed, chair, and a dresser "
2403398.jpg,a cow is standing on the side of a road 
2386877.jpg,a man laying on a bed with a remote control 
2325110.jpg,a woman standing on a street corner with a stop sign 
2398491.jpg,a man jumping a skateboard over a tree 
2365534.jpg,a man and a horse standing in front of a white truck 
2345182.jpg,a woman flying a kite in a park 
2363623.jpg,skiers are standing in the snow 
2367445.jpg,a plate of food with a fork and a candle 
2327061.jpg,a man and a woman sitting on a boat 
2356698.jpg,a stop sign with a flower in it 
2373418.jpg,a toilet with a toilet paper roll and a toilet paper roll holder 
2316294.jpg,giraffes are standing in a field 
2329064.jpg,a person cutting a cake with a knife 
2349948.jpg,a soccer game with a crowd watching 
2376560.jpg,a stove top oven sitting inside of a kitchen 
2369440.jpg,a toilet with a white seat and a black lid 
2383927.jpg,"a plate of breakfast food with eggs, bacon, toast and toast "
2376206.jpg,a woman in a black dress sitting on a bench 
2319819.jpg,cows standing in a field 
2326431.jpg,a man in a suit is holding a stuffed animal 
2364616.jpg,people standing around a tent 
2332450.jpg,a pizza sitting on top of a table 
2414800.jpg,a person on skis in the snow 
2334021.jpg,a city street with cars and buildings 
2369332.jpg,a man with an umbrella standing under an umbrella 
2416971.jpg,a man walking on the beach with a surfboard 
2376574.jpg,a man sitting at a desk with a laptop 
2413809.jpg,a man on a skateboard doing a trick 
2324554.jpg,a rear view mirror of a car with a reflection of a dog on it 
2332336.jpg,a man riding a surfboard on top of a wave 
2381842.jpg,"a bathroom with a sink, mirror, and a large mirror "
2332446.jpg,a giraffe eating leaves off of a tree 
2320042.jpg,a flower in a vase on a table 
2382385.jpg,a man is playing tennis on a court 
2390781.jpg,a microwave oven sitting on top of a counter 
2325884.jpg,a woman is walking down the street while talking on a cell phone 
2325648.jpg,a large jetliner sitting on top of an airport tarmac 
2402906.jpg,a dog is sitting on a book 
2324556.jpg,a soccer player is kicking a soccer ball 
2379645.jpg,a person walking through the snow with a pair of skis 
2330245.jpg,a skier is in mid air after a jump 
2366003.jpg,a herd of cattle grazing on a grassy field 
2386691.jpg,a man and a woman are standing in a field 
2400687.jpg,"a bathroom with a sink, mirror, and a bathtub "
2378215.jpg,a train engine with smoke coming out of it 
2331173.jpg,a parade of people with umbrellas in the rain 
2340952.jpg,a sandwich with french fries and a side of tomatoes 
2324218.jpg,two baseball players standing on a field 
2363153.jpg,a person sitting on a bench in a city 
2373426.jpg,a bathroom with a urinal and a sink 
2363635.jpg,a woman is playing tennis on a clay court 
2390965.jpg,a woman sitting at a table with a plate of food 
2413823.jpg,a row of buses parked on a street 
2371231.jpg,a bus driving down a street next to a bus 
2377898.jpg,a woman riding a horse in a rodeo 
2378573.jpg,a family sitting at a table with a dog 
2366759.jpg,a man in a suit and tie holding a bottle 
2347797.jpg,a white and blue building with a white and blue roof 
2375043.jpg,a man in a white coat and a horse on a street 
2333770.jpg,a boat is docked at a pier with a sign 
2362259.jpg,a man is sitting on a bicycle outside of a shop 
2343297.jpg,a vase filled with yellow flowers sitting on a table 
2412297.jpg,a street with a stop sign and a car 
2388680.jpg,"a bathroom with a sink, mirror, and a bath tub "
2411946.jpg,a giraffe standing next to a tall giraffe 
2361988.jpg,a sandwich and a drink on a table 
2361750.jpg,a large brown bull standing on top of a lush green hillside 
2328436.jpg,a dog is looking at a cake with a cat 
2349037.jpg,a person's feet on a bench 
2392633.jpg,a woman on skis in the snow 
2387558.jpg,a row of horses pulling a carriage with people on it 
2384051.jpg,a woman and a man walking down a street 
2415513.jpg,birds are standing in the water 
2396455.jpg,a coffee cup sitting on top of a tree 
2405700.jpg,a bench sitting on the side of a street 
2352417.jpg,a fire hydrant on a street corner 
2386120.jpg,a young girl standing in a kitchen holding a wii remote 
2381897.jpg,a giraffe standing next to a tall giraffe 
2403417.jpg,a baseball player swinging a bat at a ball 
2318278.jpg,a train on a track near a train station 
2409890.jpg,a woman is playing tennis on a court 
2331826.jpg,a man is holding a cell phone in his hand 
2401214.jpg,a stop sign in front of a building 
2356665.jpg,a street sign on a pole in front of a building 
2405072.jpg,a man standing in front of a clock tower 
2389207.jpg,a person is holding a blender full of fresh fruit 
2414619.jpg,a young girl playing a video game on a television 
2352365.jpg,a plate of food with a piece of cake 
2415507.jpg,two double decker buses parked next to each other 
2350572.jpg,a street sign with a street name on it 
2417310.jpg,a stop sign on a street corner 
2327922.jpg,two horses standing in a field with trees 
2388657.jpg,a giraffe standing next to a tall rock 
2412240.jpg,"a kitchen with a refrigerator, stove, sink and a microwave "
2395160.jpg,"a sign that says ""no parking"" "
2410331.jpg,a man riding a skateboard down a ramp 
2318244.jpg,people are walking down the train tracks 
2385415.jpg,two people cross country skiing on a snowy slope 
2347998.jpg,a dog laying on a couch with a pillow 
2415249.jpg,a small child sitting in a chair in a room 
2402735.jpg,two people cross country skiing in the snow 
2315760.jpg,a man carrying a surfboard on a beach 
2343526.jpg,a person on a surfboard in the water 
2413638.jpg,"a bowl of fruit with bananas, strawberries, and apples "
2358674.jpg,a giraffe standing in a grassy area with trees 
2393263.jpg,a green truck with a blue and yellow painted on it 
2317163.jpg,a man riding a skateboard on top of a rail 
2395612.jpg,two surfers walking on the beach carrying their surfboards 
2406547.jpg,a clock tower with a clock on top 
2382408.jpg,a small bird sitting on a wooden chair 
2397763.jpg,a herd of elephants walking across a river 
2372506.jpg,a woman riding a horse in a field 
2322331.jpg,a person on skis in the snow 
2406976.jpg,a giraffe is feeding a man at a zoo 
